Title,Rating,Genres,Tags,Url,Popularity,TagsGenres
Galaxy of Terror (1981) ,5.1,"Action, Adventure, Horror            ","['killer worm', 'spaceship', 'stripped naked', 'raped by monster', 'graphic violence']",https://www.imdb.com//title/tt0082431/,70,"action,adventure,horror,killer worm,spaceship,stripped naked,raped by monster,graphic violence,"
Lo squartatore di New York (1982) ,6.4,"Horror, Mystery, Thriller            ","['giallo', 'serial killer', 'psychopathic killer', 'live sex show', 'detective']",https://www.imdb.com//title/tt0084719/,70,"horror,mystery,thriller,giallo,serial killer,psychopathic killer,live sex show,detective,"
Cannibal ferox (1981) ,5.2,"Adventure, Horror            ","['italian horror', 'carnage', 'exploitation film', 'grindhouse film', 'sadistic violence']",https://www.imdb.com//title/tt0082700/,70,"adventure,horror,italian horror,carnage,exploitation film,grindhouse film,sadistic violence,"
All Hallows' Eve (2013) ,5.0,"Horror, Thriller            ","['whiteface clown', 'memory', 'memory lapse', 'movie reality crossover', 'alien']",https://www.imdb.com//title/tt2900624/,70,"horror,thriller,whiteface clown,memory,memory lapse,movie reality crossover,alien,"
Escape Room (II) (2017) ,4.2,"Horror, Thriller            ","['trapped', 'birthday', 'puzzle', 'room', 'telephone call']",https://www.imdb.com//title/tt5159414/,70,"horror,thriller,trapped,birthday,puzzle,room,telephone call,"
The Sacrament (2013) ,6.1,"Horror, Thriller            ","['slitting the throat of a child', 'mass suicide', 'reference to malcolm x', 'immolation', 'brainwashing']",https://www.imdb.com//title/tt2383068/,70,"horror,thriller,slitting the throat of a child,mass suicide,reference to malcolm x,immolation,brainwashing,"
Stan Helsing (2009) ,3.6,"Comedy, Horror            ","['slapstick comedy', 'striptease', 'sexual innuendo', ""woman squeezing another woman's breast"", 'touching breasts']",https://www.imdb.com//title/tt1185266/,70,"comedy,horror,slapstick comedy,striptease,sexual innuendo,woman squeezing another woman's breast,touching breasts,"
Dolls (1987) ,6.3,Horror            ,"['inanimate object comes to life', 'inanimate object motion', 'talking inanimate object', 'talking to inanimate object', 'stabbed in the back']",https://www.imdb.com//title/tt0092906/,70,"horror,inanimate object comes to life,inanimate object motion,talking inanimate object,talking to inanimate object,stabbed in the back,"
House II: The Second Story (1987) ,5.4,"Comedy, Fantasy, Horror            ","['halloween', 'skull', 'house', 'western spoof', 'eternal life']",https://www.imdb.com//title/tt0093220/,70,"comedy,fantasy,horror,halloween,skull,house,western spoof,eternal life,"
Keep Watching (2017) ,4.3,"Horror, Mystery, Thriller            ","['hidden camera', 'serial killers', 'home invasion', 'bikini', 'cleavage']",https://www.imdb.com//title/tt2531334/,70,"horror,mystery,thriller,hidden camera,serial killers,home invasion,bikini,cleavage,"
Ouija Craft (2020) ,3.5,"Fantasy, Horror            ",[],https://www.imdb.com//title/tt10990970/,70,"fantasy,horror,"
Deadly Blessing (1981) ,5.6,"Horror, Thriller            ","['spider in mouth', 'countryside', 'insect in mouth', 'psychotronic film', 'supernatural']",https://www.imdb.com//title/tt0082245/,70,"horror,thriller,spider in mouth,countryside,insect in mouth,psychotronic film,supernatural,"
Wildling (2018) ,5.5,"Drama, Fantasy, Horror            ","['mysterious man', 'teenage girl', 'creature', 'teeth', 'woods']",https://www.imdb.com//title/tt5085924/,70,"drama,fantasy,horror,mysterious man,teenage girl,creature,teeth,woods,"
The Serpent and the Rainbow (1988) ,6.5,"Fantasy, Horror            ","['voodoo', 'haiti', 'haitian voodoo', 'ritual', 'surrealism']",https://www.imdb.com//title/tt0096071/,70,"fantasy,horror,voodoo,haiti,haitian voodoo,ritual,surrealism,"
Last Shift (I) (2014) ,5.8,"Horror, Mystery            ","['police station', 'cult leader', 'supernatural power', 'psychotronic film', 'police officer']",https://www.imdb.com//title/tt2965466/,70,"horror,mystery,police station,cult leader,supernatural power,psychotronic film,police officer,"
"Ilsa, Harem Keeper of the Oil Sheiks (1976) ",5.1,"Horror, Thriller            ","['chastity belt', 'sex slave', 'sex scene', 'harem', 'breasts']",https://www.imdb.com//title/tt0074670/,69,"horror,thriller,chastity belt,sex slave,sex scene,harem,breasts,"
The Host (2020) ,4.8,"Crime, Horror, Mystery            ",['money'],https://www.imdb.com//title/tt8316568/,69,"crime,horror,mystery,money,"
Ravenous (1999) ,7.0,"Adventure, Comedy, Horror            ","['cannibalism', 'cannibal', 'homoeroticism', 'mexican american war', 'wendigo']",https://www.imdb.com//title/tt0129332/,69,"adventure,comedy,horror,cannibalism,cannibal,homoeroticism,mexican american war,wendigo,"
Trolls World (2020) ,4.7,"Comedy, Fantasy, Horror            ","['campy', 'actor reprises previous role', 'troll', 'baden baden', 'magic']",https://www.imdb.com//title/tt3107252/,69,"comedy,fantasy,horror,campy,actor reprises previous role,troll,baden baden,magic,"
The Devil's Candy (2015) ,6.4,"Drama, Horror, Thriller            ","['father daughter relationship', 'serial killer', 'kidnapping', 'artist', 'heavy metal']",https://www.imdb.com//title/tt4935372/,69,"drama,horror,thriller,father daughter relationship,serial killer,kidnapping,artist,heavy metal,"
Body Snatchers (1993) ,6.0,"Horror, Sci-Fi            ","['alien', 'remake of remake', 'alien race', 'alien contact', 'anti conformity']",https://www.imdb.com//title/tt0106452/,69,"horror,sci-fi,alien,remake of remake,alien race,alien contact,anti conformity,"
Critters 2 (1988) ,5.5,"Comedy, Horror, Sci-Fi            ","['egg', 'easter', 'outer space', 'second part', 'shape shifter']",https://www.imdb.com//title/tt0094919/,69,"comedy,horror,sci-fi,egg,easter,outer space,second part,shape shifter,"
Vuelven (2017) ,7.0,"Fantasy, Horror, Mystery            ","['mexican horror', 'produced by director', 'title directed by female', 'title produced by female', 'writer director producer']",https://www.imdb.com//title/tt4823434/,69,"fantasy,horror,mystery,mexican horror,produced by director,title directed by female,title produced by female,writer director producer,"
Vampire's Kiss (1988) ,6.0,"Comedy, Horror            ","['vampire', 'cockroach', 'psychiatrist', 'strange behavior', 'foot chase']",https://www.imdb.com//title/tt0098577/,69,"comedy,horror,vampire,cockroach,psychiatrist,strange behavior,foot chase,"
Berserk (1967) ,5.3,"Horror, Mystery, Thriller            ","['murder spree', 'punched in the stomach', 'serial murder', 'woman slaps a woman', 'psychotronic film']",https://www.imdb.com//title/tt0061398/,69,"horror,mystery,thriller,murder spree,punched in the stomach,serial murder,woman slaps a woman,psychotronic film,"
Kairo (2001) ,6.5,"Horror, Mystery, Sci-Fi            ","['supernatural horror', 'computer', 'suicide', 'shadow', 'internet']",https://www.imdb.com//title/tt0286751/,69,"horror,mystery,sci-fi,supernatural horror,computer,suicide,shadow,internet,"
Bait (III) (2012) ,5.2,"Action, Adventure, Drama            ","['shark', 'barefoot male', 'camera shot of feet', 'camera shot of bare feet', 'man wears a swimsuit']",https://www.imdb.com//title/tt1438173/,69,"action,adventure,drama,shark,barefoot male,camera shot of feet,camera shot of bare feet,man wears a swimsuit,"
Vanishing on 7th Street (2010) ,4.9,"Horror, Mystery, Thriller            ","['candle', 'hospital', 'detroit michigan', 'flashlight', 'sunrise']",https://www.imdb.com//title/tt1452628/,69,"horror,mystery,thriller,candle,hospital,detroit michigan,flashlight,sunrise,"
Amityville II: The Possession (1982) ,5.5,Horror            ,"['brother sister incest', 'incest', 'breasts', 'wife abuse', 'panties']",https://www.imdb.com//title/tt0083550/,69,"horror,brother sister incest,incest,breasts,wife abuse,panties,"
The Mummy (1959) ,6.8,"Adventure, Horror            ","['19th century', 'year 1895', 'excavation', 'religious fanaticism', 'year 1898']",https://www.imdb.com//title/tt0053085/,69,"adventure,horror,19th century,year 1895,excavation,religious fanaticism,year 1898,"
Bliss (I) (2019) ,5.8,"Drama, Horror, Mystery            ","['female nudity', 'bare butt', 'bare breasts', 'female bare butt', 'threesome']",https://www.imdb.com//title/tt9026524/,69,"drama,horror,mystery,female nudity,bare butt,bare breasts,female bare butt,threesome,"
The Deep Ones (2020) ,5.7,"Horror, Sci-Fi            ","['beach', 'cthulhu mythos', 'h.p. lovecraft', 'cult', 'transgender']",https://www.imdb.com//title/tt11548850/,69,"horror,sci-fi,beach,cthulhu mythos,h.p. lovecraft,cult,transgender,"
After Midnight (2019) ,5.3,"Drama, Horror, Sci-Fi            ",['romantic'],https://www.imdb.com//title/tt8358220/,69,"drama,horror,sci-fi,romantic,"
Madhouse (1974) ,6.3,"Crime, Horror, Mystery            ","['murder', 'actor', 'nervous breakdown', 'whodunit', 'ex pornography actor']",https://www.imdb.com//title/tt0071790/,69,"crime,horror,mystery,murder,actor,nervous breakdown,whodunit,ex pornography actor,"
Zombie Strippers! (2008) ,4.1,"Comedy, Horror, Sci-Fi            ","['christian', 'cult film', 'bisexual', 'bisexuality', 'bisexual woman']",https://www.imdb.com//title/tt0960890/,69,"comedy,horror,sci-fi,christian,cult film,bisexual,bisexuality,bisexual woman,"
Tetsuo (1989) ,7.0,"Fantasy, Horror, Sci-Fi            ","['giant metal phallus', 'very little dialogue', 'experimental film', 'stop motion scene', 'body horror']",https://www.imdb.com//title/tt0096251/,68,"fantasy,horror,sci-fi,giant metal phallus,very little dialogue,experimental film,stop motion scene,body horror,"
Vampires Suck (2010) ,3.4,"Comedy, Horror            ","['male objectification', 'pacifier', 'taking off shirt', 'reference to penis size', 'crotch grab']",https://www.imdb.com//title/tt1666186/,68,"comedy,horror,male objectification,pacifier,taking off shirt,reference to penis size,crotch grab,"
Nekrotronic (2018) ,5.5,"Action, Comedy, Horror            ",['secret'],https://www.imdb.com//title/tt7453418/,68,"action,comedy,horror,secret,"
Ghoulies (1984) ,4.2,"Comedy, Fantasy, Horror            ","['long feminine hair cut', 'supernatural power', 'levitation', 'strangulation', 'sunglasses']",https://www.imdb.com//title/tt0089200/,68,"comedy,fantasy,horror,long feminine hair cut,supernatural power,levitation,strangulation,sunglasses,"
Errementari (2017) ,6.4,"Fantasy, Horror            ","['devil', 'folk tale', 'period piece', 'blacksmith', 'cage']",https://www.imdb.com//title/tt5592878/,68,"fantasy,horror,devil,folk tale,period piece,blacksmith,cage,"
La montagna del dio cannibale (1978) ,5.3,"Adventure, Horror            ","['cannibalism', 'hairy vagina', 'star appears nude', 'bestiality', 'large breasts']",https://www.imdb.com//title/tt0077945/,68,"adventure,horror,cannibalism,hairy vagina,star appears nude,bestiality,large breasts,"
Dreamscape (1984) ,6.3,"Action, Adventure, Horror            ","['dreamscape', 'shared dream', ""character's point of view camera shot"", 'sexual fantasy', 'caught having sex']",https://www.imdb.com//title/tt0087175/,68,"action,adventure,horror,dreamscape,shared dream,character's point of view camera shot,sexual fantasy,caught having sex,"
The Darkest Hour (2011) ,4.9,"Action, Adventure, Horror            ","['russia', 'creature', 'electricity', 'end of the world', 'invisible being']",https://www.imdb.com//title/tt1093357/,68,"action,adventure,horror,russia,creature,electricity,end of the world,invisible being,"
Vampyr (1932) ,7.5,"Fantasy, Horror            ","['vampire', 'gothic horror', 'doctor', 'book', 'servant']",https://www.imdb.com//title/tt0023649/,68,"fantasy,horror,vampire,gothic horror,doctor,book,servant,"
Maggie (I) (2015) ,5.6,"Drama, Horror            ","['father daughter relationship', 'zombie apocalypse', 'playing against type', 'post apocalypse', 'protective father']",https://www.imdb.com//title/tt1881002/,68,"drama,horror,father daughter relationship,zombie apocalypse,playing against type,post apocalypse,protective father,"
Awoken (2019) ,5.8,"Horror, Mystery, Thriller            ","['adelaide south australia', 'south australia', 'australia', 'medical', 'insomnia']",https://www.imdb.com//title/tt7838536/,68,"horror,mystery,thriller,adelaide south australia,south australia,australia,medical,insomnia,"
La maschera del demonio (1960) ,7.2,Horror            ,"['gothic horror', 'iron mask', 'vampire', 'cobweb', 'italian gothic']",https://www.imdb.com//title/tt0054067/,68,"horror,gothic horror,iron mask,vampire,cobweb,italian gothic,"
The Woods (2006) ,5.7,"Horror, Mystery, Thriller            ","['tied up while barefoot', 'reference to pubic hair', 'shorthaired girl', 'female with masculine hair', 'woman with masculine hair']",https://www.imdb.com//title/tt0380066/,68,"horror,mystery,thriller,tied up while barefoot,reference to pubic hair,shorthaired girl,female with masculine hair,woman with masculine hair,"
Bad Samaritan (2018) ,6.4,"Crime, Horror, Thriller            ","['burglar', 'valet parking', 'captive', 'violence', 'tied feet']",https://www.imdb.com//title/tt3203528/,68,"crime,horror,thriller,burglar,valet parking,captive,violence,tied feet,"
Vampire (I) (2011) ,5.3,"Drama, Horror, Thriller            ","['murder of a nude woman', 'murder', 'suicide', 'psychotronic film', 'blood']",https://www.imdb.com//title/tt1624996/,68,"drama,horror,thriller,murder of a nude woman,murder,suicide,psychotronic film,blood,"
Sundown: The Vampire in Retreat (1989) ,6.1,"Comedy, Horror, Western            ","['cult film', 'cult movie cast', 'laboratory', 'therapy', 'urban fantasy']",https://www.imdb.com//title/tt0098412/,68,"comedy,horror,western,cult film,cult movie cast,laboratory,therapy,urban fantasy,"
Lady in White (1988) ,6.7,"Fantasy, Horror, Mystery            ","['ghost', '1960s', 'year 1962', 'bullying', 'child in jeopardy']",https://www.imdb.com//title/tt0095484/,68,"fantasy,horror,mystery,ghost,1960s,year 1962,bullying,child in jeopardy,"
Victor Crowley (2017) ,5.5,"Action, Comedy, Horror            ","['female nudity', 'topless female nudity', 'scantily clad female', 'cleavage', 'breasts']",https://www.imdb.com//title/tt5534434/,68,"action,comedy,horror,female nudity,topless female nudity,scantily clad female,cleavage,breasts,"
Dark Water (2005) ,5.6,"Drama, Horror, Mystery            ","['cult film', 'supernatural horror', 'apartment', 'water', 'school']",https://www.imdb.com//title/tt0382628/,68,"drama,horror,mystery,cult film,supernatural horror,apartment,water,school,"
Urban Legends: Final Cut (2000) ,4.3,"Horror, Mystery, Thriller            ","['urban legend', 'film director', 'serial killer', 'film student', 'sequel']",https://www.imdb.com//title/tt0192731/,68,"horror,mystery,thriller,urban legend,film director,serial killer,film student,sequel,"
Flight 7500 (2014) ,4.8,"Horror, Mystery, Sci-Fi            ","['passenger', 'airplane', 'ghost', 'breakup', 'number in title']",https://www.imdb.com//title/tt1975159/,67,"horror,mystery,sci-fi,passenger,airplane,ghost,breakup,number in title,"
Pay the Ghost (2015) ,5.2,"Drama, Horror, Mystery            ","['father son relationship', 'mother son relationship', 'husband wife relationship', 'cop', 'bus']",https://www.imdb.com//title/tt3733778/,67,"drama,horror,mystery,father son relationship,mother son relationship,husband wife relationship,cop,bus,"
Furie (2019) ,5.6,"Horror, Thriller            ","['squatter', 'home invasion', 'mobile home', 'camping van', 'pig head']",https://www.imdb.com//title/tt8246392/,67,"horror,thriller,squatter,home invasion,mobile home,camping van,pig head,"
Hatchet II (2010) ,5.5,"Action, Comedy, Horror            ","['scantily clad female', 'no panties', 'female full frontal nudity', 'female pubic hair', 'pubic hair']",https://www.imdb.com//title/tt1270835/,67,"action,comedy,horror,scantily clad female,no panties,female full frontal nudity,female pubic hair,pubic hair,"
Opera (1987) ,7.0,"Crime, Horror, Mystery            ","['giallo', 'psycho killer', 'peep hole', 'slasher', 'italian cinema']",https://www.imdb.com//title/tt0093677/,67,"crime,horror,mystery,giallo,psycho killer,peep hole,slasher,italian cinema,"
Girls Against Boys (2012) ,4.7,"Drama, Horror, Thriller            ","['misandry', 'female frontal nudity', 'female nudity', 'revenge', 'torture']",https://www.imdb.com//title/tt2036376/,67,"drama,horror,thriller,misandry,female frontal nudity,female nudity,revenge,torture,"
The Bride (1985) ,5.4,"Fantasy, Horror, Romance            ","['female full frontal nudity', 'telepathic link', 'budapest hungary', 'cat', 'impalement']",https://www.imdb.com//title/tt0088851/,67,"fantasy,horror,romance,female full frontal nudity,telepathic link,budapest hungary,cat,impalement,"
Terror Train (1980) ,5.9,"Horror, Mystery, Thriller            ","[""new year's eve"", 'magician', 'medical student', 'serial killer', 'axe murderer']",https://www.imdb.com//title/tt0081617/,67,"horror,mystery,thriller,new year's eve,magician,medical student,serial killer,axe murderer,"
Creep (I) (2004) ,5.6,"Horror, Mystery, Thriller            ","['london underground', 'subway', 'female protagonist', 'rape', 'serial killer']",https://www.imdb.com//title/tt0381966/,67,"horror,mystery,thriller,london underground,subway,female protagonist,rape,serial killer,"
The Night House (2020) ,6.7,"Horror, Thriller            ",['widow'],https://www.imdb.com//title/tt9731534/,67,"horror,thriller,widow,"
Santa Sangre (1989) ,7.6,"Drama, Horror, Thriller            ","['circus', 'surrealism', 'blood', 'violence against a child', 'sulphuric acid']",https://www.imdb.com//title/tt0098253/,67,"drama,horror,thriller,circus,surrealism,blood,violence against a child,sulphuric acid,"
The Vanishing (1993) ,6.3,"Drama, Horror, Mystery            ","['kidnapping', 'obsession', 'missing person', 'buried alive', 'remake by original director']",https://www.imdb.com//title/tt0108473/,67,"drama,horror,mystery,kidnapping,obsession,missing person,buried alive,remake by original director,"
Shutter (I) (2008) ,5.2,"Horror, Mystery, Thriller            ","['supernatural horror', 'japan', 'newlywed', 'photograph', 'photographer']",https://www.imdb.com//title/tt0482599/,67,"horror,mystery,thriller,supernatural horror,japan,newlywed,photograph,photographer,"
Hallorann (2021) ,None,Horror            ,[],https://www.imdb.com//title/tt11535072/,67,"horror,"
The Return of Swamp Thing (1989) ,4.7,"Action, Adventure, Comedy            ","['blonde', 'based on comic book', 'chainsaw', 'experiment', 'opening action scene']",https://www.imdb.com//title/tt0098193/,67,"action,adventure,comedy,blonde,based on comic book,chainsaw,experiment,opening action scene,"
Big Freaking Rat (2020) ,3.4,"Comedy, Horror, Sci-Fi            ",[],https://www.imdb.com//title/tt11172830/,67,"comedy,horror,sci-fi,"
Mary (I) (2019) ,4.4,Horror            ,"['haunted boat', 'haunted ship', 'evil spirit', 'family boat ride', 'trapped in the sea']",https://www.imdb.com//title/tt5834854/,67,"horror,haunted boat,haunted ship,evil spirit,family boat ride,trapped in the sea,"
Ginger Snaps 2: Unleashed (2004) ,6.4,"Horror, Thriller            ","['canadian horror', 'female masturbation', 'group female masturbation', 'psychotronic film', 'woman interrupted while masturbating']",https://www.imdb.com//title/tt0353489/,67,"horror,thriller,canadian horror,female masturbation,group female masturbation,psychotronic film,woman interrupted while masturbating,"
Penance Lane (2020) ,4.8,Horror            ,['criminal'],https://www.imdb.com//title/tt1964995/,67,"horror,criminal,"
Crawlspace (2016) ,5.1,"Horror, Thriller            ","['agoraphobia', 'agoraphobic', 'new house', 'hanged by the neck', 'home security system']",https://www.imdb.com//title/tt3612320/,67,"horror,thriller,agoraphobia,agoraphobic,new house,hanged by the neck,home security system,"
Backcountry (I) (2014) ,6.0,"Drama, Horror, Thriller            ","['camping', 'lost', 'bear attack', 'bear', 'survival']",https://www.imdb.com//title/tt2944198/,66,"drama,horror,thriller,camping,lost,bear attack,bear,survival,"
Cure (1997) ,7.4,"Crime, Horror, Mystery            ","['japan', 'monkey', 'conjurer', 'missionary', 'mesmerism']",https://www.imdb.com//title/tt0123948/,66,"crime,horror,mystery,japan,monkey,conjurer,missionary,mesmerism,"
The Haunted (2018) ,3.5,"Horror, Mystery, Thriller            ","['carer', 'isolation', 'apparition', 'infirmity', 'england']",https://www.imdb.com//title/tt4572116/,66,"horror,mystery,thriller,carer,isolation,apparition,infirmity,england,"
V/H/S/2 (2013) ,6.0,"Horror, Thriller            ","['disturbing', 'male full frontal nudity', 'male nudity', 'mountain biking', 'helmet camera']",https://www.imdb.com//title/tt2450186/,66,"horror,thriller,disturbing,male full frontal nudity,male nudity,mountain biking,helmet camera,"
Final Girl (2015) ,4.7,"Horror, Thriller            ","['female assassin', 'vigilante', 'pretending to be a victim', 'murder', 'human hunting a human']",https://www.imdb.com//title/tt2124787/,66,"horror,thriller,female assassin,vigilante,pretending to be a victim,murder,human hunting a human,"
Twin Peaks: The Missing Pieces (2014) ,7.7,"Drama, Horror, Mystery            ","['interdimensional travel', 'another dimension', 'doppelganger', 'incest', 'demonic entity']",https://www.imdb.com//title/tt5334704/,66,"drama,horror,mystery,interdimensional travel,another dimension,doppelganger,incest,demonic entity,"
Zombi Child (2019) ,6.0,"Drama, Fantasy, Horror            ","['haiti', 'year 1962', 'voodoo', 'shoes', 'funeral']",https://www.imdb.com//title/tt9056192/,66,"drama,fantasy,horror,haiti,year 1962,voodoo,shoes,funeral,"
Valerie a týden divu (1970) ,7.2,"Adventure, Drama, Fantasy            ","['innocence', 'coming of age', 'incest', 'older man younger woman relationship', 'grandmother granddaughter relationship']",https://www.imdb.com//title/tt0066516/,66,"adventure,drama,fantasy,innocence,coming of age,incest,older man younger woman relationship,grandmother granddaughter relationship,"
The Uninvited (1944) ,7.3,"Fantasy, Horror, Mystery            ","['house', 'haunting', 'mansion', 'dog', 'ghost']",https://www.imdb.com//title/tt0037415/,66,"fantasy,horror,mystery,house,haunting,mansion,dog,ghost,"
The Toxic Avenger (1984) ,6.3,"Action, Comedy, Horror            ","['troma', 'superhero', 'pollution', 'absurd violence', 'outcast']",https://www.imdb.com//title/tt0090190/,66,"action,comedy,horror,troma,superhero,pollution,absurd violence,outcast,"
Hello Mary Lou: Prom Night II (1987) ,5.7,"Horror, Thriller            ","['prom', 'prom queen', 'ghost', 'year 1957', 'year 1987']",https://www.imdb.com//title/tt0093176/,66,"horror,thriller,prom,prom queen,ghost,year 1957,year 1987,"
See No Evil (2006) ,5.1,"Action, Horror, Thriller            ","['psychotronic film', 'slasher', 'grindhouse film', 'slasher flick', 'slasher killer']",https://www.imdb.com//title/tt0437179/,66,"action,horror,thriller,psychotronic film,slasher,grindhouse film,slasher flick,slasher killer,"
Resolution (III) (2012) ,6.4,"Drama, Horror, Mystery            ","['indian reservation', 'drug', 'cabin', 'addict', 'dog']",https://www.imdb.com//title/tt1977895/,66,"drama,horror,mystery,indian reservation,drug,cabin,addict,dog,"
Død snø (2009) ,6.3,"Comedy, Horror            ","['zombie', 'nazi', 'snowmobile', 'snow', 'medical student']",https://www.imdb.com//title/tt1278340/,66,"comedy,horror,zombie,nazi,snowmobile,snow,medical student,"
Malicious (2018) ,5.0,"Horror, Thriller            ","['female nudity', 'topless female nudity', 'demon', 'pregnant woman', 'husband wife relationship']",https://www.imdb.com//title/tt6197494/,66,"horror,thriller,female nudity,topless female nudity,demon,pregnant woman,husband wife relationship,"
Escape Room 2 (2021) ,None,"Action, Adventure, Horror            ","['second part', 'puzzles']",https://www.imdb.com//title/tt9844522/,66,"action,adventure,horror,second part,puzzles,"
Pontypool (2008) ,6.6,"Fantasy, Horror, Thriller            ","['talk radio', 'ontario canada', 'survival', 'post punk', 'broadcasting']",https://www.imdb.com//title/tt1226681/,66,"fantasy,horror,thriller,talk radio,ontario canada,survival,post punk,broadcasting,"
The Cave (2005) ,5.1,"Action, Adventure, Horror            ","['diver', 'parasite', 'flare', 'diving', 'psychotronic film']",https://www.imdb.com//title/tt0402901/,66,"action,adventure,horror,diver,parasite,flare,diving,psychotronic film,"
Pit and the Pendulum (1961) ,7.1,"Drama, Horror, Mystery            ","['murder', 'torture', 'gothic horror', 'spanish inquisition', 'buried alive']",https://www.imdb.com//title/tt0055304/,66,"drama,horror,mystery,murder,torture,gothic horror,spanish inquisition,buried alive,"
Greta - Haus ohne Männer (1977) ,4.6,"Drama, Horror            ","['grindhouse film', 'exploitation', 'sex scene', 'erotic 70s', 'female nudity']",https://www.imdb.com//title/tt0076112/,66,"drama,horror,grindhouse film,exploitation,sex scene,erotic 70s,female nudity,"
The Rage: Carrie 2 (1999) ,4.7,"Horror, Sci-Fi, Thriller            ","['short dress', 'bare midriff', 'woman with a bare midriff', 'miniskirt', 'short skirt']",https://www.imdb.com//title/tt0144814/,65,"horror,sci-fi,thriller,short dress,bare midriff,woman with a bare midriff,miniskirt,short skirt,"
Bad Moon (1996) ,5.9,"Horror, Thriller            ","['werewolf', 'dog', 'transformation', 'single mother', 'german shepherd']",https://www.imdb.com//title/tt0115610/,65,"horror,thriller,werewolf,dog,transformation,single mother,german shepherd,"
Children of the Corn II: The Final Sacrifice (1992) ,4.3,"Horror, Thriller            ","['children', 'cult', 'killer child', 'human sacrifice', 'cornfield']",https://www.imdb.com//title/tt0106557/,65,"horror,thriller,children,cult,killer child,human sacrifice,cornfield,"
House of Usher (1960) ,7.0,"Drama, Horror            ","['gothic horror', '19th century', 'national film registry', 'psychotronic film', 'curse']",https://www.imdb.com//title/tt0053925/,65,"drama,horror,gothic horror,19th century,national film registry,psychotronic film,curse,"
6 donne per l'assassino (1964) ,7.2,"Horror, Mystery, Thriller            ","['giallo', 'pair of killers', 'betrayed by boyfriend', 'countess', 'murder conspiracy']",https://www.imdb.com//title/tt0058567/,65,"horror,mystery,thriller,giallo,pair of killers,betrayed by boyfriend,countess,murder conspiracy,"
L'uccello dalle piume di cristallo (1970) ,7.2,"Horror, Mystery, Thriller            ","['serial killer', 'mysterious villain', 'mysterious stranger', 'american in italy', 'girlfriend']",https://www.imdb.com//title/tt0065143/,65,"horror,mystery,thriller,serial killer,mysterious villain,mysterious stranger,american in italy,girlfriend,"
Bats (1999) ,3.9,"Horror, Sci-Fi, Thriller            ","['mad scientist', 'texas', 'small town', 'sheriff', 'bat']",https://www.imdb.com//title/tt0200469/,65,"horror,sci-fi,thriller,mad scientist,texas,small town,sheriff,bat,"
Pánico en el Transiberiano (1972) ,6.6,"Horror, Sci-Fi            ","['journey', 'train', 'china', 'monster', 'anthropologist']",https://www.imdb.com//title/tt0068713/,65,"horror,sci-fi,journey,train,china,monster,anthropologist,"
Forbidden World (1982) ,5.2,"Horror, Sci-Fi            ","['monster attack', 'female scientist', 'xenomorph', 'babe scientist', 'grindhouse film']",https://www.imdb.com//title/tt0083959/,65,"horror,sci-fi,monster attack,female scientist,xenomorph,babe scientist,grindhouse film,"
The Last Days on Mars (2013) ,5.5,"Adventure, Horror, Sci-Fi            ","['astronaut', 'zombie', 'alien infection', 'alien life form', 'vertical take off and landing aircraft']",https://www.imdb.com//title/tt1709143/,65,"adventure,horror,sci-fi,astronaut,zombie,alien infection,alien life form,vertical take off and landing aircraft,"
Bereavement (2010) ,5.1,"Crime, Horror, Thriller            ","['chain', 'child', 'kidnapping', 'second part', 'smoking']",https://www.imdb.com//title/tt1100051/,65,"crime,horror,thriller,chain,child,kidnapping,second part,smoking,"
The Innkeepers (2011) ,5.4,"Drama, Horror, Mystery            ","['haunted hotel', 'psychotronic film', 'woman wrapped in a towel', 'hotel', 'inn']",https://www.imdb.com//title/tt1594562/,65,"drama,horror,mystery,haunted hotel,psychotronic film,woman wrapped in a towel,hotel,inn,"
W lesie dzis nie zasnie nikt (2020) ,4.9,"Horror, Thriller            ","['serial killer', 'female nudity', 'camp', 'slasher', 'twins']",https://www.imdb.com//title/tt11240506/,65,"horror,thriller,serial killer,female nudity,camp,slasher,twins,"
Gantz: O (2016) ,7.1,"Animation, Action, Drama            ","['sphere', 'blood splatter', 'bladed weapon', 'monster', 'futuristic weapon']",https://www.imdb.com//title/tt5923962/,65,"animation,action,drama,sphere,blood splatter,bladed weapon,monster,futuristic weapon,"
Little Joe (2019) ,5.9,"Drama, Horror, Mystery            ","['dog attack', 'dark satire', 'putting down a dog', 'female protagonist', 'flower']",https://www.imdb.com//title/tt9204204/,65,"drama,horror,mystery,dog attack,dark satire,putting down a dog,female protagonist,flower,"
Dead End (I) (2003) ,6.6,"Adventure, Horror, Mystery            ","['christmas eve', 'black comedy', 'forest', 'woods', 'night']",https://www.imdb.com//title/tt0308152/,65,"adventure,horror,mystery,christmas eve,black comedy,forest,woods,night,"
Island of Terror (1966) ,6.2,"Horror, Sci-Fi            ","['chopping off a hand', 'hysterical female', 'island', 'scientist', 'laboratory']",https://www.imdb.com//title/tt0060548/,65,"horror,sci-fi,chopping off a hand,hysterical female,island,scientist,laboratory,"
Eaten Alive (1976) ,5.5,"Horror, Thriller            ","['b movie', 'brothel madam', 'sheriff', 'prostitute', 'sickle']",https://www.imdb.com//title/tt0074455/,65,"horror,thriller,b movie,brothel madam,sheriff,prostitute,sickle,"
Angels Fallen (2020) ,4.1,Horror            ,[],https://www.imdb.com//title/tt5759590/,65,"horror,"
